% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.334	1	3	34	5	1	28	2196	0	0
0.614	1	3	62	5	1	28	2196	0	0
0.335	1	3	34	6	1	28	2196	0	0
0.336	1	3	34	7	1	28	2196	0	0
0.337	1	3	34	8	1	28	2196	0	0
0.338	1	3	34	9	1	28	2196	0	0
0.339	1	3	34	10	1	28	2196	0	0
0.615	1	3	62	6	1	28	2196	0	0
0.616	1	3	62	7	1	28	2196	0	0
0.617	1	3	62	8	1	28	2196	0	0
0.618	1	3	62	9	1	28	2196	0	0
0.619	1	3	62	10	1	28	2196	0	0
0.62	1	3	63	1	1	28	2196	0	0
0.621	1	3	63	2	1	28	2196	0	0
0.622	1	3	63	3	1	28	2196	0	0
0.623	1	3	63	4	1	28	2196	0	0
0.624	1	3	63	5	1	28	2196	0	0
0.625	1	3	63	6	1	28	2196	0	0
0.626	1	3	63	7	1	28	2196	0	0
0.627	1	3	63	8	1	28	2196	0	0
0.628	1	3	63	9	1	28	2196	0	0
0.629	1	3	63	10	1	28	2196	0	0
0.63	1	3	64	1	1	28	2196	0	0
0.631	1	3	64	2	1	28	2196	0	0
0.632	1	3	64	3	1	28	2196	0	0
0.633	1	3	64	4	1	28	2196	0	0
0.34	1	3	35	1	1	28	2196	0	0
0.634	1	3	64	5	1	28	2196	0	0
0.341	1	3	35	2	1	28	2196	0	0
0.635	1	3	64	6	1	28	2196	0	0
0.342	1	3	35	3	1	28	2196	0	0
0.636	1	3	64	7	1	28	2196	0	0
0.343	1	3	35	4	1	28	2196	0	0
0.637	1	3	64	8	1	28	2196	0	0
0.344	1	3	35	5	1	28	2196	0	0
0.638	1	3	64	9	1	28	2196	0	0
0.345	1	3	35	6	1	28	2196	0	0
0.639	1	3	64	10	1	28	2196	0	0
0.346	1	3	35	7	1	28	2196	0	0
0.64	1	3	65	1	1	28	2196	0	0
0.641	1	3	65	2	1	28	2196	0	0
0.347	1	3	35	8	1	28	2196	0	0
0.642	1	3	65	3	1	28	2196	0	0
0.348	1	3	35	9	1	28	2196	0	0
0.643	1	3	65	4	1	28	2196	0	0
0.349	1	3	35	10	1	28	2196	0	0
0.644	1	3	65	5	1	28	2196	0	0
0.35	1	3	36	1	1	28	2196	0	0
0.645	1	3	65	6	1	28	2196	0	0
0.351	1	3	36	2	1	28	2196	0	0
0.646	1	3	65	7	1	28	2196	0	0
0.352	1	3	36	3	1	28	2196	0	0
0.647	1	3	65	8	1	28	2196	0	0
0.353	1	3	36	4	1	28	2196	0	0
0.648	1	3	65	9	1	28	2196	0	0
0.354	1	3	36	5	1	28	2196	0	0
0.649	1	3	65	10	1	28	2196	0	0
0.65	1	3	66	1	1	28	2196	0	0
0.651	1	3	66	2	1	28	2196	0	0
0.652	1	3	66	3	1	28	2196	0	0
0.653	1	3	66	4	1	28	2196	0	0
0.654	1	3	66	5	1	28	2196	0	0
0.655	1	3	66	6	1	28	2196	0	0
0.656	1	3	66	7	1	28	2196	0	0
0.657	1	3	66	8	1	28	2196	0	0
0.658	1	3	66	9	1	28	2196	0	0
0.659	1	3	66	10	1	28	2196	0	0
0.66	1	3	67	1	1	28	2196	0	0
0.661	1	3	67	2	1	28	2196	0	0
0.662	1	3	67	3	1	28	2196	0	0
0.663	1	3	67	4	1	28	2196	0	0
0.664	1	3	67	5	1	28	2196	0	0
0.665	1	3	67	6	1	28	2196	0	0
0.355	1	3	36	6	1	28	2196	0	0
0.666	1	3	67	7	1	28	2196	0	0
0.356	1	3	36	7	1	28	2196	0	0
0.667	1	3	67	8	1	28	2196	0	0
0.668	1	3	67	9	1	28	2196	0	0
0.669	1	3	67	10	1	28	2196	0	0
0.67	1	3	68	1	1	28	2196	0	0
0.671	1	3	68	2	1	28	2196	0	0
0.672	1	3	68	3	1	28	2196	0	0
0.357	1	3	36	8	1	28	2196	0	0
0.673	1	3	68	4	1	28	2196	0	0
0.358	1	3	36	9	1	28	2196	0	0
0.674	1	3	68	5	1	28	2196	0	0
0.359	1	3	36	10	1	28	2196	0	0
0.675	1	3	68	6	1	28	2196	0	0
0.36	1	3	37	1	1	28	2196	0	0
0.676	1	3	68	7	1	28	2196	0	0
0.361	1	3	37	2	1	28	2196	0	0
0.677	1	3	68	8	1	28	2196	0	0
0.362	1	3	37	3	1	28	2196	0	0
0.363	1	3	37	4	1	28	2196	0	0
0.364	1	3	37	5	1	28	2196	0	0
0.365	1	3	37	6	1	28	2196	0	0
0.366	1	3	37	7	1	28	2196	0	0
0.367	1	3	37	8	1	28	2196	0	0
0.368	1	3	37	9	1	28	2196	0	0
0.369	1	3	37	10	1	28	2196	0	0
0.37	1	3	38	1	1	28	2196	0	0
0.371	1	3	38	2	1	28	2196	0	0
0.372	1	3	38	3	1	28	2196	0	0
0.373	1	3	38	4	1	28	2196	0	0
0.374	1	3	38	5	1	28	2196	0	0
0.375	1	3	38	6	1	28	2196	0	0
0.376	1	3	38	7	1	28	2196	0	0
0.377	1	3	38	8	1	28	2196	0	0
0.378	1	3	38	9	1	28	2196	0	0
0.379	1	3	38	10	1	28	2196	0	0
0.38	1	3	39	1	1	28	2196	0	0
0.381	1	3	39	2	1	28	2196	0	0
0.382	1	3	39	3	1	28	2196	0	0
0.383	1	3	39	4	1	28	2196	0	0
0.384	1	3	39	5	1	28	2196	0	0
0.385	1	3	39	6	1	28	2196	0	0
0.386	1	3	39	7	1	28	2196	0	0
0.387	1	3	39	8	1	28	2196	0	0
0.388	1	3	39	9	1	28	2196	0	0
0.389	1	3	39	10	1	28	2196	0	0
0.39	1	3	40	1	1	28	2196	0	0
0.391	1	3	40	2	1	28	2196	0	0
0.392	1	3	40	3	1	28	2196	0	0
0.393	1	3	40	4	1	28	2196	0	0
0.394	1	3	40	5	1	28	2196	0	0
0.395	1	3	40	6	1	28	2196	0	0
0.678	1	3	68	9	1	28	2196	0	0
0.679	1	3	68	10	1	28	2196	0	0
0.68	1	3	69	1	1	28	2196	0	0
0.681	1	3	69	2	1	28	2196	0	0
0.682	1	3	69	3	1	28	2196	0	0
0.683	1	3	69	4	1	28	2196	0	0
0.684	1	3	69	5	1	28	2196	0	0
0.685	1	3	69	6	1	28	2196	0	0
0.686	1	3	69	7	1	28	2196	0	0
0.687	1	3	69	8	1	28	2196	0	0
0.688	1	3	69	9	1	28	2196	0	0
0.689	1	3	69	10	1	28	2196	0	0
0.396	1	3	40	7	1	28	2196	0	0
0.69	1	3	70	1	1	28	2196	0	0
0.691	1	3	70	2	1	28	2196	0	0
0.397	1	3	40	8	1	28	2196	0	0
0.692	1	3	70	3	1	28	2196	0	0
0.398	1	3	40	9	1	28	2196	0	0
0.693	1	3	70	4	1	28	2196	0	0
0.399	1	3	40	10	1	28	2196	0	0
0.694	1	3	70	5	1	28	2196	0	0
0.4	1	3	41	1	1	28	2196	0	0
0.695	1	3	70	6	1	28	2196	0	0
0.401	1	3	41	2	1	28	2196	0	0
0.696	1	3	70	7	1	28	2196	0	0
0.402	1	3	41	3	1	28	2196	0	0
0.697	1	3	70	8	1	28	2196	0	0
0.403	1	3	41	4	1	28	2196	0	0
0.698	1	3	70	9	1	28	2196	0	0
0.404	1	3	41	5	1	28	2196	0	0
0.699	1	3	70	10	1	28	2196	0	0
0.405	1	3	41	6	1	28	2196	0	0
0.7	1	3	71	1	1	28	2196	0	0
0.406	1	3	41	7	1	28	2196	0	0
0.701	1	3	71	2	1	28	2196	0	0
0.407	1	3	41	8	1	28	2196	0	0
0.702	1	3	71	3	1	28	2196	0	0
0.408	1	3	41	9	1	28	2196	0	0
0.703	1	3	71	4	1	28	2196	0	0
0.409	1	3	41	10	1	28	2196	0	0
0.704	1	3	71	5	1	28	2196	0	0
0.41	1	3	42	1	1	28	2196	0	0
0.705	1	3	71	6	1	28	2196	0	0
0.411	1	3	42	2	1	28	2196	0	0
0.706	1	3	71	7	1	28	2196	0	0
0.707	1	3	71	8	1	28	2196	0	0
0.412	1	3	42	3	1	28	2196	0	0
0.413	1	3	42	4	1	28	2196	0	0
0.708	1	3	71	9	1	28	2196	0	0
0.709	1	3	71	10	1	28	2196	0	0
0.414	1	3	42	5	1	28	2196	0	0
0.415	1	3	42	6	1	28	2196	0	0
0.71	1	3	72	1	1	28	2196	0	0
0.711	1	3	72	2	1	28	2196	0	0
0.416	1	3	42	7	1	28	2196	0	0
0.417	1	3	42	8	1	28	2196	0	0
0.712	1	3	72	3	1	28	2196	0	0
0.713	1	3	72	4	1	28	2196	0	0
0.418	1	3	42	9	1	28	2196	0	0
0.419	1	3	42	10	1	28	2196	0	0
0.714	1	3	72	5	1	28	2196	0	0
0.715	1	3	72	6	1	28	2196	0	0
0.42	1	3	43	1	1	28	2196	0	0
0.421	1	3	43	2	1	28	2196	0	0
0.716	1	3	72	7	1	28	2196	0	0
0.717	1	3	72	8	1	28	2196	0	0
0.422	1	3	43	3	1	28	2196	0	0
0.423	1	3	43	4	1	28	2196	0	0
0.718	1	3	72	9	1	28	2196	0	0
0.719	1	3	72	10	1	28	2196	0	0
0.424	1	3	43	5	1	28	2196	0	0
0.72	1	3	73	1	1	28	2196	0	0
0.425	1	3	43	6	1	28	2196	0	0
0.721	1	3	73	2	1	28	2196	0	0
0.426	1	3	43	7	1	28	2196	0	0
0.722	1	3	73	3	1	28	2196	0	0
0.427	1	3	43	8	1	28	2196	0	0
0.723	1	3	73	4	1	28	2196	0	0
0.428	1	3	43	9	1	28	2196	0	0
0.724	1	3	73	5	1	28	2196	0	0
0.429	1	3	43	10	1	28	2196	0	0
0.725	1	3	73	6	1	28	2196	0	0
0.43	1	3	44	1	1	28	2196	0	0
0.726	1	3	73	7	1	28	2196	0	0
0.431	1	3	44	2	1	28	2196	0	0
0.727	1	3	73	8	1	28	2196	0	0
0.728	1	3	73	9	1	28	2196	0	0
0.432	1	3	44	3	1	28	2196	0	0
0.729	1	3	73	10	1	28	2196	0	0
0.433	1	3	44	4	1	28	2196	0	0
0.73	1	3	74	1	1	28	2196	0	0
0.434	1	3	44	5	1	28	2196	0	0
0.731	1	3	74	2	1	28	2196	0	0
0.435	1	3	44	6	1	28	2196	0	0
0.732	1	3	74	3	1	28	2196	0	0
0.733	1	3	74	4	1	28	2196	0	0
0.734	1	3	74	5	1	28	2196	0	0
0.735	1	3	74	6	1	28	2196	0	0
0.736	1	3	74	7	1	28	2196	0	0
0.737	1	3	74	8	1	28	2196	0	0
0.738	1	3	74	9	1	28	2196	0	0
0.739	1	3	74	10	1	28	2196	0	0
0.74	1	3	75	1	1	28	2196	0	0
0.741	1	3	75	2	1	28	2196	0	0
0.742	1	3	75	3	1	28	2196	0	0
0.743	1	3	75	4	1	28	2196	0	0
0.744	1	3	75	5	1	28	2196	0	0
0.745	1	3	75	6	1	28	2196	0	0
0.746	1	3	75	7	1	28	2196	0	0
0.436	1	3	44	7	1	28	2196	0	0
0.747	1	3	75	8	1	28	2196	0	0
0.748	1	3	75	9	1	28	2196	0	0
0.437	1	3	44	8	1	28	2196	0	0
0.749	1	3	75	10	1	28	2196	0	0
0.438	1	3	44	9	1	28	2196	0	0
0.439	1	3	44	10	1	28	2196	0	0
0.44	1	3	45	1	1	28	2196	0	0
0.441	1	3	45	2	1	28	2196	0	0
0.442	1	3	45	3	1	28	2196	0	0
0.443	1	3	45	4	1	28	2196	0	0
0.444	1	3	45	5	1	28	2196	0	0
0.445	1	3	45	6	1	28	2196	0	0
0.446	1	3	45	7	1	28	2196	0	0
0.447	1	3	45	8	1	28	2196	0	0
0.448	1	3	45	9	1	28	2196	0	0
0.449	1	3	45	10	1	28	2196	0	0
0.45	1	3	46	1	1	28	2196	0	0
0.451	1	3	46	2	1	28	2196	0	0
0.452	1	3	46	3	1	28	2196	0	0
0.453	1	3	46	4	1	28	2196	0	0
0.454	1	3	46	5	1	28	2196	0	0
0.455	1	3	46	6	1	28	2196	0	0
0.456	1	3	46	7	1	28	2196	0	0
0.457	1	3	46	8	1	28	2196	0	0
0.458	1	3	46	9	1	28	2196	0	0
0.459	1	3	46	10	1	28	2196	0	0
0.46	1	3	47	1	1	28	2196	0	0
0.461	1	3	47	2	1	28	2196	0	0
0.462	1	3	47	3	1	28	2196	0	0
0.463	1	3	47	4	1	28	2196	0	0
0.464	1	3	47	5	1	28	2196	0	0
0.465	1	3	47	6	1	28	2196	0	0
0.75	1	3	76	1	1	28	2196	0	0
0.751	1	3	76	2	1	28	2196	0	0
0.752	1	3	76	3	1	28	2196	0	0
0.753	1	3	76	4	1	28	2196	0	0
0.754	1	3	76	5	1	28	2196	0	0
0.755	1	3	76	6	1	28	2196	0	0
0.756	1	3	76	7	1	28	2196	0	0
0.757	1	3	76	8	1	28	2196	0	0
0.758	1	3	76	9	1	28	2196	0	0
0.759	1	3	76	10	1	28	2196	0	0
0.76	1	3	77	1	1	28	2196	0	0
0.761	1	3	77	2	1	28	2196	0	0
0.762	1	3	77	3	1	28	2196	0	0
0.763	1	3	77	4	1	28	2196	0	0
0.764	1	3	77	5	1	28	2196	0	0
0.765	1	3	77	6	1	28	2196	0	0
0.466	1	3	47	7	1	28	2196	0	0
0.467	1	3	47	8	1	28	2196	0	0
0.468	1	3	47	9	1	28	2196	0	0
0.469	1	3	47	10	1	28	2196	0	0
0.766	1	3	77	7	1	28	2196	0	0
0.767	1	3	77	8	1	28	2196	0	0
0.768	1	3	77	9	1	28	2196	0	0
0.769	1	3	77	10	1	28	2196	0	0
0.77	1	3	78	1	1	28	2196	0	0
0.47	1	3	48	1	1	28	2196	0	0
0.471	1	3	48	2	1	28	2196	0	0
0.472	1	3	48	3	1	28	2196	0	0
0.771	1	3	78	2	1	28	2196	0	0
0.473	1	3	48	4	1	28	2196	0	0
0.772	1	3	78	3	1	28	2196	0	0
0.474	1	3	48	5	1	28	2196	0	0
0.773	1	3	78	4	1	28	2196	0	0
0.475	1	3	48	6	1	28	2196	0	0
0.774	1	3	78	5	1	28	2196	0	0
0.476	1	3	48	7	1	28	2196	0	0
0.775	1	3	78	6	1	28	2196	0	0
0.477	1	3	48	8	1	28	2196	0	0
0.776	1	3	78	7	1	28	2196	0	0
0.478	1	3	48	9	1	28	2196	0	0
0.777	1	3	78	8	1	28	2196	0	0
0.479	1	3	48	10	1	28	2196	0	0
0.778	1	3	78	9	1	28	2196	0	0
0.48	1	3	49	1	1	28	2196	0	0
0.779	1	3	78	10	1	28	2196	0	0
0.481	1	3	49	2	1	28	2196	0	0
0.78	1	3	79	1	1	28	2196	0	0
0.781	1	3	79	2	1	28	2196	0	0
0.482	1	3	49	3	1	28	2196	0	0
0.483	1	3	49	4	1	28	2196	0	0
0.782	1	3	79	3	1	28	2196	0	0
0.783	1	3	79	4	1	28	2196	0	0
0.484	1	3	49	5	1	28	2196	0	0
0.485	1	3	49	6	1	28	2196	0	0
0.784	1	3	79	5	1	28	2196	0	0
0.785	1	3	79	6	1	28	2196	0	0
0.486	1	3	49	7	1	28	2196	0	0
0.487	1	3	49	8	1	28	2196	0	0
0.786	1	3	79	7	1	28	2196	0	0
0.787	1	3	79	8	1	28	2196	0	0
0.488	1	3	49	9	1	28	2196	0	0
0.489	1	3	49	10	1	28	2196	0	0
0.788	1	3	79	9	1	28	2196	0	0
0.789	1	3	79	10	1	28	2196	0	0
0.49	1	3	50	1	1	28	2196	0	0
0.79	1	3	80	1	1	28	2196	0	0
0.491	1	3	50	2	1	28	2196	0	0
0.791	1	3	80	2	1	28	2196	0	0
0.492	1	3	50	3	1	28	2196	0	0
0.792	1	3	80	3	1	28	2196	0	0
0.493	1	3	50	4	1	28	2196	0	0
0.793	1	3	80	4	1	28	2196	0	0
0.494	1	3	50	5	1	28	2196	0	0
0.794	1	3	80	5	1	28	2196	0	0
0.495	1	3	50	6	1	28	2196	0	0
0.795	1	3	80	6	1	28	2196	0	0
0.496	1	3	50	7	1	28	2196	0	0
0.796	1	3	80	7	1	28	2196	0	0
0.497	1	3	50	8	1	28	2196	0	0
0.797	1	3	80	8	1	28	2196	0	0
0.498	1	3	50	9	1	28	2196	0	0
0.798	1	3	80	9	1	28	2196	0	0
0.499	1	3	50	10	1	28	2196	0	0
0.799	1	3	80	10	1	28	2196	0	0
0.5	1	3	51	1	1	28	2196	0	0
0.8	1	3	81	1	1	28	2196	0	0
0.501	1	3	51	2	1	28	2196	0	0
0.801	1	3	81	2	1	28	2196	0	0
0.502	1	3	51	3	1	28	2196	0	0
0.802	1	3	81	3	1	28	2196	0	0
0.503	1	3	51	4	1	28	2196	0	0
0.803	1	3	81	4	1	28	2196	0	0
0.504	1	3	51	5	1	28	2196	0	0
0.804	1	3	81	5	1	28	2196	0	0
0.805	1	3	81	6	1	28	2196	0	0
0.806	1	3	81	7	1	28	2196	0	0
0.807	1	3	81	8	1	28	2196	0	0
0.808	1	3	81	9	1	28	2196	0	0
0.809	1	3	81	10	1	28	2196	0	0
0.81	1	3	82	1	1	28	2196	0	0
0.811	1	3	82	2	1	28	2196	0	0
0.812	1	3	82	3	1	28	2196	0	0
0.813	1	3	82	4	1	28	2196	0	0
0.814	1	3	82	5	1	28	2196	0	0
0.815	1	3	82	6	1	28	2196	0	0
0.816	1	3	82	7	1	28	2196	0	0
0.817	1	3	82	8	1	28	2196	0	0
0.818	1	3	82	9	1	28	2196	0	0
0.819	1	3	82	10	1	28	2196	0	0
0.82	1	3	83	1	1	28	2196	0	0
0.505	1	3	51	6	1	28	2196	0	0
0.821	1	3	83	2	1	28	2196	0	0
0.506	1	3	51	7	1	28	2196	0	0
0.822	1	3	83	3	1	28	2196	0	0
0.507	1	3	51	8	1	28	2196	0	0
0.823	1	3	83	4	1	28	2196	0	0
0.508	1	3	51	9	1	28	2196	0	0
0.824	1	3	83	5	1	28	2196	0	0
0.509	1	3	51	10	1	28	2196	0	0
0.825	1	3	83	6	1	28	2196	0	0
0.826	1	3	83	7	1	28	2196	0	0
0.827	1	3	83	8	1	28	2196	0	0
0.828	1	3	83	9	1	28	2196	0	0
0.51	1	3	52	1	1	28	2196	0	0
0.829	1	3	83	10	1	28	2196	0	0
0.511	1	3	52	2	1	28	2196	0	0
0.83	1	3	84	1	1	28	2196	0	0
0.831	1	3	84	2	1	28	2196	0	0
0.832	1	3	84	3	1	28	2196	0	0
0.512	1	3	52	3	1	28	2196	0	0
0.833	1	3	84	4	1	28	2196	0	0
0.513	1	3	52	4	1	28	2196	0	0
0.514	1	3	52	5	1	28	2196	0	0
0.515	1	3	52	6	1	28	2196	0	0
0.516	1	3	52	7	1	28	2196	0	0
0.517	1	3	52	8	1	28	2196	0	0
0.518	1	3	52	9	1	28	2196	0	0
0.519	1	3	52	10	1	28	2196	0	0
0.52	1	3	53	1	1	28	2196	0	0
0.521	1	3	53	2	1	28	2196	0	0
0.522	1	3	53	3	1	28	2196	0	0
0.523	1	3	53	4	1	28	2196	0	0
0.524	1	3	53	5	1	28	2196	0	0
0.525	1	3	53	6	1	28	2196	0	0
0.526	1	3	53	7	1	28	2196	0	0
0.527	1	3	53	8	1	28	2196	0	0
0.528	1	3	53	9	1	28	2196	0	0
0.529	1	3	53	10	1	28	2196	0	0
0.53	1	3	54	1	1	28	2196	0	0
0.531	1	3	54	2	1	28	2196	0	0
0.532	1	3	54	3	1	28	2196	0	0
0.533	1	3	54	4	1	28	2196	0	0
0.534	1	3	54	5	1	28	2196	0	0
0.535	1	3	54	6	1	28	2196	0	0
0.536	1	3	54	7	1	28	2196	0	0
0.537	1	3	54	8	1	28	2196	0	0
0.538	1	3	54	9	1	28	2196	0	0
0.539	1	3	54	10	1	28	2196	0	0
0.54	1	3	55	1	1	28	2196	0	0
0.541	1	3	55	2	1	28	2196	0	0
0.542	1	3	55	3	1	28	2196	0	0
0.543	1	3	55	4	1	28	2196	0	0
0.544	1	3	55	5	1	28	2196	0	0
0.545	1	3	55	6	1	28	2196	0	0
0.546	1	3	55	7	1	28	2196	0	0
0.547	1	3	55	8	1	28	2196	0	0
0.548	1	3	55	9	1	28	2196	0	0
0.549	1	3	55	10	1	28	2196	0	0
0.55	1	3	56	1	1	28	2196	0	0
0.551	1	3	56	2	1	28	2196	0	0
0.552	1	3	56	3	1	28	2196	0	0
0.553	1	3	56	4	1	28	2196	0	0
0.554	1	3	56	5	1	28	2196	0	0
0.555	1	3	56	6	1	28	2196	0	0
0.556	1	3	56	7	1	28	2196	0	0
0.557	1	3	56	8	1	28	2196	0	0
0.558	1	3	56	9	1	28	2196	0	0
0.834	1	3	84	5	1	28	2196	0	0
0.559	1	3	56	10	1	28	2196	0	0
0.835	1	3	84	6	1	28	2196	0	0
0.56	1	3	57	1	1	28	2196	0	0
0.836	1	3	84	7	1	28	2196	0	0
0.561	1	3	57	2	1	28	2196	0	0
0.837	1	3	84	8	1	28	2196	0	0
0.562	1	3	57	3	1	28	2196	0	0
0.838	1	3	84	9	1	28	2196	0	0
0.563	1	3	57	4	1	28	2196	0	0
0.839	1	3	84	10	1	28	2196	0	0
0.84	1	3	85	1	1	28	2196	0	0
0.564	1	3	57	5	1	28	2196	0	0
0.841	1	3	85	2	1	28	2196	0	0
0.565	1	3	57	6	1	28	2196	0	0
0.842	1	3	85	3	1	28	2196	0	0
0.566	1	3	57	7	1	28	2196	0	0
0.843	1	3	85	4	1	28	2196	0	0
0.567	1	3	57	8	1	28	2196	0	0
0.844	1	3	85	5	1	28	2196	0	0
0.568	1	3	57	9	1	28	2196	0	0
0.845	1	3	85	6	1	28	2196	0	0
0.569	1	3	57	10	1	28	2196	0	0
0.846	1	3	85	7	1	28	2196	0	0
0.57	1	3	58	1	1	28	2196	0	0
0.847	1	3	85	8	1	28	2196	0	0
0.571	1	3	58	2	1	28	2196	0	0
0.848	1	3	85	9	1	28	2196	0	0
0.572	1	3	58	3	1	28	2196	0	0
0.849	1	3	85	10	1	28	2196	0	0
0.573	1	3	58	4	1	28	2196	0	0
0.85	1	3	86	1	1	28	2196	0	0
0.574	1	3	58	5	1	28	2196	0	0
0.851	1	3	86	2	1	28	2196	0	0
0.852	1	3	86	3	1	28	2196	0	0
0.853	1	3	86	4	1	28	2196	0	0
0.854	1	3	86	5	1	28	2196	0	0
0.855	1	3	86	6	1	28	2196	0	0
0.856	1	3	86	7	1	28	2196	0	0
0.857	1	3	86	8	1	28	2196	0	0
0.858	1	3	86	9	1	28	2196	0	0
0.859	1	3	86	10	1	28	2196	0	0
0.86	1	3	87	1	1	28	2196	0	0
0.861	1	3	87	2	1	28	2196	0	0
0.862	1	3	87	3	1	28	2196	0	0
0.863	1	3	87	4	1	28	2196	0	0
0.864	1	3	87	5	1	28	2196	0	0
0.865	1	3	87	6	1	28	2196	0	0
0.866	1	3	87	7	1	28	2196	0	0
0.867	1	3	87	8	1	28	2196	0	0
0.868	1	3	87	9	1	28	2196	0	0
0.869	1	3	87	10	1	28	2196	0	0
0.87	1	3	88	1	1	28	2196	0	0
0.871	1	3	88	2	1	28	2196	0	0
0.872	1	3	88	3	1	28	2196	0	0
0.873	1	3	88	4	1	28	2196	0	0
0.874	1	3	88	5	1	28	2196	0	0
0.875	1	3	88	6	1	28	2196	0	0
0.876	1	3	88	7	1	28	2196	0	0
0.877	1	3	88	8	1	28	2196	0	0
0.878	1	3	88	9	1	28	2196	0	0
0.879	1	3	88	10	1	28	2196	0	0
0.88	1	3	89	1	1	28	2196	0	0
0.881	1	3	89	2	1	28	2196	0	0
0.882	1	3	89	3	1	28	2196	0	0
0.883	1	3	89	4	1	28	2196	0	0
0.575	1	3	58	6	1	28	2196	0	0
0.884	1	3	89	5	1	28	2196	0	0
0.576	1	3	58	7	1	28	2196	0	0
0.885	1	3	89	6	1	28	2196	0	0
0.577	1	3	58	8	1	28	2196	0	0
0.886	1	3	89	7	1	28	2196	0	0
0.578	1	3	58	9	1	28	2196	0	0
0.887	1	3	89	8	1	28	2196	0	0
0.579	1	3	58	10	1	28	2196	0	0
0.888	1	3	89	9	1	28	2196	0	0
0.58	1	3	59	1	1	28	2196	0	0
0.889	1	3	89	10	1	28	2196	0	0
0.581	1	3	59	2	1	28	2196	0	0
0.89	1	3	90	1	1	28	2196	0	0
0.582	1	3	59	3	1	28	2196	0	0
0.891	1	3	90	2	1	28	2196	0	0
0.583	1	3	59	4	1	28	2196	0	0
0.892	1	3	90	3	1	28	2196	0	0
0.584	1	3	59	5	1	28	2196	0	0
0.893	1	3	90	4	1	28	2196	0	0
0.585	1	3	59	6	1	28	2196	0	0
0.894	1	3	90	5	1	28	2196	0	0
0.586	1	3	59	7	1	28	2196	0	0
0.895	1	3	90	6	1	28	2196	0	0
0.587	1	3	59	8	1	28	2196	0	0
0.896	1	3	90	7	1	28	2196	0	0
0.897	1	3	90	8	1	28	2196	0	0
0.588	1	3	59	9	1	28	2196	0	0
0.589	1	3	59	10	1	28	2196	0	0
0.59	1	3	60	1	1	28	2196	0	0
0.591	1	3	60	2	1	28	2196	0	0
0.592	1	3	60	3	1	28	2196	0	0
0.593	1	3	60	4	1	28	2196	0	0
0.594	1	3	60	5	1	28	2196	0	0
0.595	1	3	60	6	1	28	2196	0	0
0.596	1	3	60	7	1	28	2196	0	0
0.597	1	3	60	8	1	28	2196	0	0
0.598	1	3	60	9	1	28	2196	0	0
0.599	1	3	60	10	1	28	2196	0	0
0.6	1	3	61	1	1	28	2196	0	0
0.601	1	3	61	2	1	28	2196	0	0
0.602	1	3	61	3	1	28	2196	0	0
0.603	1	3	61	4	1	28	2196	0	0
0.604	1	3	61	5	1	28	2196	0	0
0.605	1	3	61	6	1	28	2196	0	0
0.606	1	3	61	7	1	28	2196	0	0
0.607	1	3	61	8	1	28	2196	0	0
0.608	1	3	61	9	1	28	2196	0	0
0.609	1	3	61	10	1	28	2196	0	0
0.61	1	3	62	1	1	28	2196	0	0
0.611	1	3	62	2	1	28	2196	0	0
0.612	1	3	62	3	1	28	2196	0	0
0.613	1	3	62	4	1	28	2196	0	0
0.614	1	3	62	5	1	28	2196	0	0
0.615	1	3	62	6	1	28	2196	0	0
0.616	1	3	62	7	1	28	2196	0	0
0.617	1	3	62	8	1	28	2196	0	0
0.618	1	3	62	9	1	28	2196	0	0
0.898	1	3	90	9	1	28	2196	0	0
0.619	1	3	62	10	1	28	2196	0	0
0.899	1	3	90	10	1	28	2196	0	0
0.62	1	3	63	1	1	28	2196	0	0
0.621	1	3	63	2	1	28	2196	0	0
0.622	1	3	63	3	1	28	2196	0	0
0.623	1	3	63	4	1	28	2196	0	0
0.624	1	3	63	5	1	28	2196	0	0
0.625	1	3	63	6	1	28	2196	0	0
0.626	1	3	63	7	1	28	2196	0	0
0.627	1	3	63	8	1	28	2196	0	0
0.628	1	3	63	9	1	28	2196	0	0
0.629	1	3	63	10	1	28	2196	0	0
0.63	1	3	64	1	1	28	2196	0	0
0.631	1	3	64	2	1	28	2196	0	0
0.632	1	3	64	3	1	28	2196	0	0
0.633	1	3	64	4	1	28	2196	0	0
0.634	1	3	64	5	1	28	2196	0	0
0.635	1	3	64	6	1	28	2196	0	0
0.636	1	3	64	7	1	28	2196	0	0
0.637	1	3	64	8	1	28	2196	0	0
0.638	1	3	64	9	1	28	2196	0	0
0.639	1	3	64	10	1	28	2196	0	0
0.64	1	3	65	1	1	28	2196	0	0
0.641	1	3	65	2	1	28	2196	0	0
0.642	1	3	65	3	1	28	2196	0	0
0.643	1	3	65	4	1	28	2196	0	0
0.644	1	3	65	5	1	28	2196	0	0
0.645	1	3	65	6	1	28	2196	0	0
0.646	1	3	65	7	1	28	2196	0	0
0.647	1	3	65	8	1	28	2196	0	0
0.648	1	3	65	9	1	28	2196	0	0
0.649	1	3	65	10	1	28	2196	0	0
0.65	1	3	66	1	1	28	2196	0	0
0.651	1	3	66	2	1	28	2196	0	0
0.652	1	3	66	3	1	28	2196	0	0
0.653	1	3	66	4	1	28	2196	0	0
